CDS,County Code,District Code,School Code,SARCYear,SELA_Y1,SELA_Y2,DELA_Y1,DELA_Y2,STELA_Y1,STELA_Y2,SMATH_Y1,SMATH_Y2,DMATH_Y1,DMATH_Y2,STMATH_Y1,STMATH_Y2
36750776035265,36,75077,6035265,2015-16,33,29,40,43,44,48,17,17,24,26,34,36
19647336019343,19,64733,6019343,2015-16,28,38,34,39,44,48,27,41,25,29,34,36
36677773630217,36,67777,3630217,2015-16,23,17,41,42,44,48,5,2,29,27,34,36
49709536052278,49,70953,6052278,2015-16,32,45,35,43,44,48,25,39,21,28,34,36
15635526009666,15,63552,6009666,2015-16,33,39,35,42,44,48,17,19,21,23,34,36
19646346014476,19,64634,6014476,2015-16,42,45,28,33,44,48,28,27,17,19,34,36
05615640530055,05,61564,0530055,2015-16,,33,38,41,44,48,,50,27,28,34,36
19649986022693,19,64998,6022693,2015-16,56,53,60,64,44,48,49,47,48,52,34,36
37681976038434,37,68197,6038434,2015-16,34,38,44,50,44,48,28,26,37,39,34,36
01750930125930,01,75093,0125930,2015-16,83,86,77,78,44,48,76,81,69,73,34,36
33671990110585,33,67199,0110585,2015-16,28,32,29,33,44,48,16,17,19,21,34,36
19647336019434,19,64733,6019434,2015-16,26,40,34,39,44,48,22,22,25,29,34,36
19647336017123,19,64733,6017123,2015-16,31,36,34,39,44,48,21,26,25,29,34,36
30666470109678,30,66647,0109678,2015-16,73,73,62,66,44,48,74,73,55,57,34,36
07618040102566,07,61804,0102566,2015-16,87,87,81,82,44,48,88,89,73,76,34,36
19647330117598,19,64733,0117598,2015-16,50,64,34,39,44,48,11,23,25,29,34,36
13630736008296,13,63073,6008296,2015-16,27,34,30,36,44,48,24,20,17,20,34,36
35103553530045,35,10355,3530045,2015-16,16,--,8,17,44,48,6,--,1,5,34,36
49753584930269,49,75358,4930269,2015-16,7,,42,44,44,48,0,,28,30,34,36
56725460115105,56,72546,0115105,2015-16,73,78,43,54,44,48,69,76,23,28,34,36
33669773330008,33,66977,3330008,2015-16,44,59,35,40,44,48,24,28,24,28,34,36
30666706030449,30,66670,6030449,2015-16,19,21,27,31,44,48,20,21,22,25,34,36
07617966057236,07,61796,6057236,2015-16,25,32,33,35,44,48,22,24,23,25,34,36
42691466045306,42,69146,6045306,2015-16,29,40,41,54,44,48,26,34,34,39,34,36
34674136033666,34,67413,6033666,2015-16,42,57,38,40,44,48,34,46,28,29,34,36
19647336018360,19,64733,6018360,2015-16,15,25,34,39,44,48,14,19,25,29,34,36
37684526107577,37,68452,6107577,2015-16,44,42,43,45,44,48,24,23,30,31,34,36
56726526056204,56,72652,6056204,2015-16,46,43,50,54,44,48,30,33,39,42,34,36
33670820116962,33,67082,0116962,2015-16,24,28,33,37,44,48,12,16,22,24,34,36
31668520120105,31,66852,0120105,2015-16,68,76,70,73,44,48,68,71,62,65,34,36
10624146117865,10,62414,6117865,2015-16,74,75,44,47,44,48,69,75,35,37,34,36
19734526022289,19,73452,6022289,2015-16,24,34,46,51,44,48,14,21,36,39,34,36
13631236008460,13,63123,6008460,2015-16,38,40,29,35,44,48,24,25,20,25,34,36
19647336020010,19,64733,6020010,2015-16,85,91,34,39,44,48,81,91,25,29,34,36
56725465634548,56,72546,5634548,2015-16,47,43,43,54,44,48,15,17,23,28,34,36
36678766068191,36,67876,6068191,2015-16,17,18,27,33,44,48,16,30,17,20,34,36
03739816002851,03,73981,6002851,2015-16,36,53,38,42,44,48,26,37,25,28,34,36
04614240430199,04,61424,0430199,2015-16,20,22,48,51,44,48,9,4,40,44,34,36
15638266057426,15,63826,6057426,2015-16,43,47,41,47,44,48,31,32,30,32,34,36
33751766118442,33,75176,6118442,2015-16,39,44,35,41,44,48,26,34,23,27,34,36
34674396033765,34,67439,6033765,2015-16,24,21,35,39,44,48,23,19,28,30,34,36
19648736021430,19,64873,6021430,2015-16,40,54,35,41,44,48,30,48,21,27,34,36
57726786066245,57,72678,6066245,2015-16,77,74,69,71,44,48,76,76,65,65,34,36
48705404833000,48,70540,4833000,2015-16,59,51,43,45,44,48,24,21,29,30,34,36
34674476097810,34,67447,6097810,2015-16,34,47,42,45,44,48,26,35,32,35,34,36
58727440112623,58,72744,0112623,2015-16,48,53,53,57,44,48,29,29,39,41,34,36
42104216069223,42,10421,6069223,2015-16,4,4,6,5,44,48,4,7,1,4,34,36
50710430133827,50,71043,0133827,2015-16,,--,,39,,48,,--,,20,,36
19647336017602,19,64733,6017602,2015-16,29,29,34,39,44,48,31,23,25,29,34,36
37684116120968,37,68411,6120968,2015-16,59,68,47,53,44,48,51,53,29,31,34,36
07616556117410,07,61655,6117410,2015-16,56,61,53,60,44,48,49,54,44,51,34,36
48705816107684,48,70581,6107684,2015-16,23,25,26,29,44,48,20,23,18,21,34,36
37683046107999,37,68304,6107999,2015-16,43,50,49,53,44,48,39,37,36,38,34,36
15633216009088,15,63321,6009088,2015-16,23,28,26,31,44,48,15,17,18,21,34,36
33752006120554,33,75200,6120554,2015-16,49,56,57,61,44,48,33,37,42,46,34,36
15633216109060,15,63321,6109060,2015-16,13,13,26,31,44,48,9,8,18,21,34,36
31668456031165,31,66845,6031165,2015-16,57,63,64,65,44,48,51,56,57,57,34,36
36678766059505,36,67876,6059505,2015-16,28,40,27,33,44,48,13,18,17,20,34,36
19644516012801,19,64451,6012801,2015-16,49,53,46,52,44,48,45,51,31,36,34,36
07616480730101,07,61648,0730101,2015-16,16,14,31,33,44,48,0,,19,19,34,36
17640226010623,17,64022,6010623,2015-16,14,19,24,20,44,48,8,5,13,9,34,36
45701364530218,45,70136,4530218,2015-16,--,--,70,68,44,48,--,--,42,48,34,36
38684783830411,38,68478,3830411,2015-16,28,48,52,53,44,48,3,8,47,49,34,36
36678436036560,36,67843,6036560,2015-16,32,47,53,59,44,48,30,40,40,44,34,36
34674390125591,34,67439,0125591,2015-16,31,35,35,39,44,48,25,34,28,30,34,36
19647336019830,19,64733,6019830,2015-16,79,86,34,39,44,48,78,83,25,29,34,36
19647330112011,19,64733,0112011,2015-16,13,15,34,39,44,48,11,16,25,29,34,36
56739400121426,56,73940,0121426,2015-16,44,48,61,63,44,48,6,10,45,49,34,36
51714646053391,51,71464,6053391,2015-16,23,26,39,44,44,48,15,16,26,29,34,36
19650606023220,19,65060,6023220,2015-16,72,70,63,66,44,48,74,71,55,58,34,36
50755560112573,50,75556,0112573,2015-16,24,15,26,33,44,48,0,,14,19,34,36
13631641331115,13,63164,1331115,2015-16,25,33,46,54,44,48,0,11,35,38,34,36
19646340120311,19,64634,0120311,2015-16,18,18,28,33,44,48,7,6,17,19,34,36
19646346014492,19,64634,6014492,2015-16,18,28,28,33,44,48,13,19,17,19,34,36
19647336058341,19,64733,6058341,2015-16,38,37,34,39,44,48,22,27,25,29,34,36
19647336019665,19,64733,6019665,2015-16,33,41,34,39,44,48,34,30,25,29,34,36
01612346001473,01,61234,6001473,2015-16,47,44,46,48,44,48,34,38,35,38,34,36
10621251030477,10,62125,1030477,2015-16,8,11,26,25,44,48,0,,13,14,34,36
16638910110858,16,63891,0110858,2015-16,--,,21,29,44,48,--,,11,14,34,36
07617966004865,07,61796,6004865,2015-16,46,47,33,35,44,48,26,27,23,25,34,36
01750930132704,01,75093,0132704,2015-16,85,76,77,78,44,48,62,66,69,73,34,36
34674210132639,34,67421,0132639,2015-16,,--,,30,,48,,--,,26,,36
19753416022081,19,75341,6022081,2015-16,70,77,68,73,44,48,56,60,56,61,34,36
07618046005110,07,61804,6005110,2015-16,74,78,81,82,44,48,55,63,73,76,34,36
54719856054134,54,71985,6054134,2015-16,25,29,25,29,44,48,21,28,21,28,34,36
38684786041347,38,68478,6041347,2015-16,32,23,52,53,44,48,24,18,47,49,34,36
01611926056972,01,61192,6056972,2015-16,24,25,33,36,44,48,18,14,22,23,34,36
32669696031413,32,66969,6031413,2015-16,43,50,45,46,44,48,32,38,35,35,34,36
37680806099402,37,68080,6099402,2015-16,75,87,71,76,44,48,78,83,69,72,34,36
09618530932756,09,61853,0932756,2015-16,76,77,75,81,44,48,42,47,54,58,34,36
33670330110635,33,67033,0110635,2015-16,56,56,53,59,44,48,35,37,36,43,34,36
19647330122747,19,64733,0122747,2015-16,38,40,34,39,44,48,21,22,25,29,34,36
19644696012934,19,64469,6012934,2015-16,41,40,47,47,44,48,22,27,30,33,34,36
01612590128413,01,61259,0128413,2015-16,11,23,31,33,44,48,13,19,26,27,34,36
38684783830064,38,68478,3830064,2015-16,0,,52,53,44,48,0,,47,49,34,36
30736356112577,30,73635,6112577,2015-16,64,69,61,65,44,48,58,59,48,50,34,36
19647330126458,19,64733,0126458,2015-16,23,24,34,39,44,48,11,12,25,29,34,36
12768026007868,12,76802,6007868,2015-16,16,29,26,36,44,48,11,16,19,23,34,36
10621170113563,10,62117,0113563,2015-16,71,77,60,66,44,48,66,67,50,54,34,36
19647330124560,19,64733,0124560,2015-16,67,45,34,39,44,48,33,17,25,29,34,36
19647336115794,19,64733,6115794,2015-16,25,27,34,39,44,48,15,14,25,29,34,36
39686760124958,39,68676,0124958,2015-16,11,18,24,25,44,48,9,17,18,21,34,36
39685696104020,39,68569,6104020,2015-16,48,45,47,47,44,48,30,24,33,32,34,36
34673146112106,34,67314,6112106,2015-16,42,43,49,52,44,48,34,33,41,42,34,36
19647336017438,19,64733,6017438,2015-16,41,42,34,39,44,48,41,39,25,29,34,36
43695836109375,43,69583,6109375,2015-16,31,38,51,53,44,48,30,38,43,43,34,36
29664156027205,29,66415,6027205,2015-16,--,--,27,24,44,48,--,--,22,21,34,36
19644516012819,19,64451,6012819,2015-16,40,43,46,52,44,48,48,56,31,36,34,36
33670820113159,33,67082,0113159,2015-16,39,45,33,37,44,48,16,19,22,24,34,36
48705654830022,48,70565,4830022,2015-16,13,32,52,54,44,48,0,,40,43,34,36
15636281533843,15,63628,1533843,2015-16,6,37,33,32,44,48,0,6,19,16,34,36
10739656006944,10,73965,6006944,2015-16,19,30,31,39,44,48,15,19,22,26,34,36
19734370133322,19,73437,0133322,2015-16,,,,29,,48,,,,20,,36
19734456014369,19,73445,6014369,2015-16,38,39,46,51,44,48,33,30,31,37,34,36
07617396003834,07,61739,6003834,2015-16,58,64,53,52,44,48,40,56,40,44,34,36
42767866060057,42,76786,6060057,2015-16,51,53,50,51,44,48,41,40,39,41,34,36
41690396044952,41,69039,6044952,2015-16,81,85,58,62,44,48,85,90,55,56,34,36
33672496109490,33,67249,6109490,2015-16,23,26,30,38,44,48,15,15,19,22,34,36
48705406051197,48,70540,6051197,2015-16,60,71,43,45,44,48,53,63,29,30,34,36
09619526005656,09,61952,6005656,2015-16,38,38,53,55,44,48,30,33,40,44,34,36
19647336020036,19,64733,6020036,2015-16,46,55,34,39,44,48,39,44,25,29,34,36
23655576025092,23,65557,6025092,2015-16,35,39,33,41,44,48,18,27,20,29,34,36
54718605430806,54,71860,5430806,2015-16,3,9,23,29,44,48,0,,17,27,34,36
19645686013676,19,64568,6013676,2015-16,63,70,58,61,44,48,47,54,49,51,34,36
58727690123570,58,72769,0123570,2015-16,--,--,65,60,44,48,--,--,22,16,34,36
27661426026579,27,66142,6026579,2015-16,36,42,19,22,44,48,27,31,13,15,34,36
42691386119804,42,69138,6119804,2015-16,68,68,64,73,44,48,58,60,53,62,34,36
01612596001648,01,61259,6001648,2015-16,77,77,31,33,44,48,79,78,26,27,34,36
11101160124909,11,10116,0124909,2015-16,33,43,33,39,44,48,30,41,25,30,34,36
36678760122317,36,67876,0122317,2015-16,27,30,27,33,44,48,17,24,17,20,34,36
41690056044499,41,69005,6044499,2015-16,46,53,39,43,44,48,38,41,31,36,34,36
19651516106561,19,65151,6106561,2015-16,24,31,20,26,44,48,18,20,17,18,34,36
19647336097927,19,64733,6097927,2015-16,78,79,34,39,44,48,72,66,25,29,34,36
33672156032775,33,67215,6032775,2015-16,39,40,44,48,44,48,32,26,33,35,34,36
09618530930222,09,61853,0930222,2015-16,14,31,75,81,44,48,0,,54,58,34,36
10624146007157,10,62414,6007157,2015-16,53,60,44,47,44,48,48,51,35,37,34,36
19647336019293,19,64733,6019293,2015-16,12,20,34,39,44,48,5,16,25,29,34,36
19650606023063,19,65060,6023063,2015-16,55,57,63,66,44,48,45,56,55,58,34,36
36678503630159,36,67850,3630159,2015-16,0,6,29,31,44,48,0,,17,18,34,36
09619036005565,09,61903,6005565,2015-16,47,44,45,45,44,48,31,31,32,33,34,36
41690050132076,41,69005,0132076,2015-16,,28,,43,,48,,30,,36,,36
07617886004527,07,61788,6004527,2015-16,22,27,30,34,44,48,18,25,21,22,34,36
36679346059562,36,67934,6059562,2015-16,18,23,37,37,44,48,4,8,14,14,34,36
45701360114231,45,70136,0114231,2015-16,21,31,70,68,44,48,0,13,42,48,34,36
57726945735154,57,72694,5735154,2015-16,28,58,36,43,44,48,12,28,27,31,34,36
19649641937754,19,64964,1937754,2015-16,89,82,84,88,44,48,86,79,85,85,34,36
30736353030061,30,73635,3030061,2015-16,71,70,61,65,44,48,46,48,48,50,34,36
43693776111348,43,69377,6111348,2015-16,--,--,56,59,44,48,--,--,50,54,34,36
49709386052211,49,70938,6052211,2015-16,35,46,51,54,44,48,22,25,35,35,34,36
30736506100861,30,73650,6100861,2015-16,78,75,77,78,44,48,71,68,74,75,34,36
19642796011357,19,64279,6011357,2015-16,28,30,31,34,44,48,22,24,20,21,34,36
36676456035505,36,67645,6035505,2015-16,40,46,47,50,44,48,35,34,32,36,34,36
23655816025167,23,65581,6025167,2015-16,49,51,53,52,44,48,42,47,43,46,34,36
23655736025134,23,65573,6025134,2015-16,38,24,38,24,44,48,23,12,23,12,34,36
19647336057988,19,64733,6057988,2015-16,38,45,34,39,44,48,27,35,25,29,34,36
30667466030720,30,66746,6030720,2015-16,63,75,50,55,44,48,57,67,47,50,34,36
19647336018402,19,64733,6018402,2015-16,38,49,34,39,44,48,34,37,25,29,34,36
56726035634993,56,72603,5634993,2015-16,17,17,51,54,44,48,1,,41,42,34,36
28662666026942,28,66266,6026942,2015-16,17,13,42,46,44,48,19,17,31,33,34,36
23738660107250,23,73866,0107250,2015-16,,13,30,31,44,48,,6,17,23,34,36
30665306028831,30,66530,6028831,2015-16,65,61,71,74,44,48,63,65,64,67,34,36
07617546003958,07,61754,6003958,2015-16,49,52,47,50,44,48,47,41,38,39,34,36
19647336016554,19,64733,6016554,2015-16,25,30,34,39,44,48,32,30,25,29,34,36
19647586020093,19,64758,6020093,2015-16,33,41,31,38,44,48,22,21,20,23,34,36
21102152130102,21,10215,2130102,2015-16,--,--,10,5,44,48,--,--,7,3,34,36
04100410114991,04,10041,0114991,2015-16,53,58,38,42,44,48,36,37,23,23,34,36
43696666119010,43,69666,6119010,2015-16,25,25,51,54,44,48,16,19,39,42,34,36
13631236008494,13,63123,6008494,2015-16,35,43,29,35,44,48,21,31,20,25,34,36
43696416048326,43,69641,6048326,2015-16,79,89,82,83,44,48,84,87,83,84,34,36
30666966030456,30,66696,6030456,2015-16,42,54,43,48,44,48,35,43,35,39,34,36
49709200110288,49,70920,0110288,2015-16,0,--,49,49,44,48,0,--,34,35,34,36
01611500132225,01,61150,0132225,2015-16,73,67,64,68,44,48,51,51,53,59,34,36
33671736032452,33,67173,6032452,2015-16,34,42,32,37,44,48,29,37,20,23,34,36
19649076058523,19,64907,6058523,2015-16,37,41,35,38,44,48,15,20,20,25,34,36
38684786041123,38,68478,6041123,2015-16,23,21,52,53,44,48,20,18,47,49,34,36
56768285635776,56,76828,5635776,2015-16,49,47,30,32,44,48,24,16,19,19,34,36
36679180108431,36,67918,0108431,2015-16,47,51,28,34,44,48,36,37,18,21,34,36
37684526112221,37,68452,6112221,2015-16,48,49,43,45,44,48,33,28,30,31,34,36
19649076101133,19,64907,6101133,2015-16,38,47,35,38,44,48,24,22,20,25,34,36
34674476034458,34,67447,6034458,2015-16,64,67,42,45,44,48,50,57,32,35,34,36
19647251939875,19,64725,1939875,2015-16,56,45,42,45,44,48,27,28,30,34,34,36
36676456106603,36,67645,6106603,2015-16,45,53,47,50,44,48,37,43,32,36,34,36
34674476034482,34,67447,6034482,2015-16,61,67,42,45,44,48,53,59,32,35,34,36
19647336017784,19,64733,6017784,2015-16,25,34,34,39,44,48,19,32,25,29,34,36
19648656021315,19,64865,6021315,2015-16,79,84,77,80,44,48,82,79,73,73,34,36
33752000100420,33,75200,0100420,2015-16,75,78,57,61,44,48,35,44,42,46,34,36
56726036055800,56,72603,6055800,2015-16,46,41,51,54,44,48,39,36,41,42,34,36
45699976050322,45,69997,6050322,2015-16,16,5,16,5,44,48,16,15,16,15,34,36
36750446035968,36,75044,6035968,2015-16,20,20,31,34,44,48,17,16,19,21,34,36
19650296022776,19,65029,6022776,2015-16,80,82,77,80,44,48,81,80,75,78,34,36
10621660127514,10,62166,0127514,2015-16,27,41,28,31,44,48,13,23,18,22,34,36
19644516057640,19,64451,6057640,2015-16,39,48,46,52,44,48,25,35,31,36,34,36
19645016013148,19,64501,6013148,2015-16,39,55,40,45,44,48,36,43,28,30,34,36
19647336018410,19,64733,6018410,2015-16,15,22,34,39,44,48,10,19,25,29,34,36
19648081938927,19,64808,1938927,2015-16,9,9,29,34,44,48,0,,17,19,34,36
28662666058788,28,66266,6058788,2015-16,37,44,42,46,44,48,28,31,31,33,34,36
37683386039523,37,68338,6039523,2015-16,29,33,49,54,44,48,24,25,39,42,34,36
19753090127100,19,75309,0127100,2015-16,16,19,44,45,44,48,1,1,32,29,34,36
32669696031421,32,66969,6031421,2015-16,24,29,45,46,44,48,29,36,35,35,34,36
19647336019186,19,64733,6019186,2015-16,57,63,34,39,44,48,49,57,25,29,34,36
30664316058895,30,66431,6058895,2015-16,22,26,44,47,44,48,18,18,29,29,34,36
15635291532290,15,63529,1532290,2015-16,39,38,48,51,44,48,18,12,23,23,34,36
33752426108039,33,75242,6108039,2015-16,28,29,38,41,44,48,21,28,23,26,34,36
35752596049654,35,75259,6049654,2015-16,54,54,44,45,44,48,37,40,26,28,34,36
36678760128918,36,67876,0128918,2015-16,,32,,33,,48,,19,,20,,36
30739246030514,30,73924,6030514,2015-16,65,72,74,80,44,48,71,72,65,71,34,36
19647330102921,19,64733,0102921,2015-16,92,93,34,39,44,48,66,81,25,29,34,36
15633130113027,15,63313,0113027,2015-16,29,31,22,25,44,48,22,25,14,17,34,36
27659876026074,27,65987,6026074,2015-16,81,80,80,81,44,48,68,69,69,72,34,36
36676866120422,36,67686,6120422,2015-16,47,49,33,36,44,48,33,34,19,21,34,36
01612590111476,01,61259,0111476,2015-16,22,15,31,33,44,48,25,19,26,27,34,36
43696256048086,43,69625,6048086,2015-16,35,40,47,50,44,48,30,35,38,42,34,36
48705730122523,48,70573,0122523,2015-16,54,58,46,49,44,48,53,54,37,38,34,36
48705406051148,48,70540,6051148,2015-16,18,21,43,45,44,48,9,8,29,30,34,36
16639176113609,16,63917,6113609,2015-16,38,36,39,42,44,48,22,26,26,29,34,36
31669100102798,31,66910,0102798,2015-16,64,73,60,63,44,48,51,64,48,53,34,36
36677106035851,36,67710,6035851,2015-16,22,29,29,32,44,48,17,19,17,19,34,36
33670580107961,33,67058,0107961,2015-16,37,55,45,49,44,48,26,39,28,33,34,36
19647096106736,19,64709,6106736,2015-16,33,26,29,34,44,48,19,16,20,24,34,36
19643520128900,19,64352,0128900,2015-16,8,--,45,43,44,48,0,--,13,18,34,36
10621666068704,10,62166,6068704,2015-16,34,42,28,31,44,48,38,32,18,22,34,36
15637926010086,15,63792,6010086,2015-16,13,18,22,26,44,48,9,12,14,15,34,36
19643371931237,19,64337,1931237,2015-16,57,78,55,60,44,48,24,44,38,44,34,36
33672156059141,33,67215,6059141,2015-16,29,34,44,48,44,48,23,23,33,35,34,36
15633210129189,15,63321,0129189,2015-16,42,45,26,31,44,48,28,29,18,21,34,36
40688096096325,40,68809,6096325,2015-16,39,49,60,66,44,48,38,50,50,59,34,36
54105460124057,54,10546,0124057,2015-16,42,49,39,29,44,48,31,38,22,16,34,36
07617136003750,07,61713,6003750,2015-16,88,89,82,85,44,48,83,82,79,81,34,36
19646426014609,19,64642,6014609,2015-16,27,28,30,29,44,48,28,25,22,21,34,36
19647336016307,19,64733,6016307,2015-16,21,28,34,39,44,48,21,34,25,29,34,36
19647250114603,19,64725,0114603,2015-16,33,35,42,45,44,48,23,28,30,34,34,36
43696664330429,43,69666,4330429,2015-16,9,17,51,54,44,48,0,,39,42,34,36
43733876047674,43,73387,6047674,2015-16,31,34,64,69,44,48,31,33,57,61,34,36
41689406044077,41,68940,6044077,2015-16,51,69,34,48,44,48,51,52,31,36,34,36
30664806027833,30,66480,6027833,2015-16,72,65,67,68,44,48,58,61,56,60,34,36
50710430129106,50,71043,0129106,2015-16,31,40,35,39,44,48,35,35,20,20,34,36
37764710119271,37,76471,0119271,2015-16,53,51,49,49,44,48,35,31,29,27,34,36
37680986116776,37,68098,6116776,2015-16,61,61,34,39,44,48,46,48,24,28,34,36
30736356068639,30,73635,6068639,2015-16,51,59,61,65,44,48,46,50,48,50,34,36
31668296109029,31,66829,6109029,2015-16,82,80,75,76,44,48,88,87,63,65,34,36
40687596043095,40,68759,6043095,2015-16,34,33,45,50,44,48,25,27,33,37,34,36
15751686009468,15,75168,6009468,2015-16,19,36,25,40,44,48,20,24,19,29,34,36
30665226028559,30,66522,6028559,2015-16,40,44,49,54,44,48,32,39,39,45,34,36
49708624930111,49,70862,4930111,2015-16,17,38,61,63,44,48,0,6,41,46,34,36
55105535530142,55,10553,5530142,2015-16,8,3,29,20,44,48,8,3,23,14,34,36
36676786108195,36,67678,6108195,2015-16,74,86,56,59,44,48,63,73,43,47,34,36
01751016117592,01,75101,6117592,2015-16,77,78,80,80,44,48,70,72,73,76,34,36
19647336018436,19,64733,6018436,2015-16,23,22,34,39,44,48,18,19,25,29,34,36
27659616101802,27,65961,6101802,2015-16,25,22,20,24,44,48,13,16,13,18,34,36
34674216033724,34,67421,6033724,2015-16,24,41,25,30,44,48,27,31,23,26,34,36
37682960102822,37,68296,0102822,2015-16,80,80,72,75,44,48,82,81,65,67,34,36
33670330113654,33,67033,0113654,2015-16,54,60,53,59,44,48,42,47,36,43,34,36
43696256048144,43,69625,6048144,2015-16,54,57,47,50,44,48,51,55,38,42,34,36
15638006010144,15,63800,6010144,2015-16,33,45,29,34,44,48,40,52,20,23,34,36
19647330112045,19,64733,0112045,2015-16,48,66,34,39,44,48,21,26,25,29,34,36
36676786098347,36,67678,6098347,2015-16,24,26,56,59,44,48,18,16,43,47,34,36
29102980114322,29,10298,0114322,2015-16,46,63,42,44,44,48,36,48,26,29,34,36
17640556110761,17,64055,6110761,2015-16,45,45,48,48,44,48,42,28,36,30,34,36
47704906050959,47,70490,6050959,2015-16,24,20,24,20,44,48,18,11,18,11,34,36
43693856046452,43,69385,6046452,2015-16,58,60,64,66,44,48,52,52,51,52,34,36
36678766037014,36,67876,6037014,2015-16,22,22,27,33,44,48,18,13,17,20,34,36
20102072030054,20,10207,2030054,2015-16,5,,8,7,44,48,0,,1,0,34,36
19645926014039,19,64592,6014039,2015-16,28,34,31,39,44,48,27,27,24,28,34,36
19645016013189,19,64501,6013189,2015-16,24,30,40,45,44,48,14,19,28,30,34,36
12629016007967,12,62901,6007967,2015-16,5,9,9,16,44,48,4,7,8,11,34,36
19647906020432,19,64790,6020432,2015-16,61,66,51,53,44,48,40,40,37,38,34,36
12626796007678,12,62679,6007678,2015-16,37,43,50,58,44,48,27,38,44,46,34,36
30736506107502,30,73650,6107502,2015-16,63,65,77,78,44,48,64,62,74,75,34,36
19647336018881,19,64733,6018881,2015-16,21,22,34,39,44,48,10,10,25,29,34,36
53750286053730,53,75028,6053730,2015-16,37,44,35,47,44,48,42,41,39,38,34,36
30664313036712,30,66431,3036712,2015-16,57,55,44,47,44,48,20,16,29,29,34,36
07617626004428,07,61762,6004428,2015-16,21,21,36,39,44,48,12,13,24,27,34,36
19648326020812,19,64832,6020812,2015-16,55,56,67,71,44,48,35,44,54,62,34,36
19647336016547,19,64733,6016547,2015-16,20,30,34,39,44,48,15,25,25,29,34,36
04614406003123,04,61440,6003123,2015-16,--,--,19,28,44,48,--,--,10,21,34,36
11626466089262,11,62646,6089262,2015-16,38,15,32,30,44,48,50,20,33,26,34,36
19647331932128,19,64733,1932128,2015-16,34,32,34,39,44,48,8,7,25,29,34,36
15635291532605,15,63529,1532605,2015-16,48,54,48,51,44,48,20,22,23,23,34,36
40687916043186,40,68791,6043186,2015-16,51,46,51,46,44,48,23,26,23,26,34,36
19648406020945,19,64840,6020945,2015-16,68,74,43,46,44,48,43,62,25,29,34,36
01612756002281,01,61275,6002281,2015-16,84,83,85,87,44,48,87,88,82,86,34,36
19649076021786,19,64907,6021786,2015-16,27,33,35,38,44,48,18,21,20,25,34,36
12755156007777,12,75515,6007777,2015-16,20,29,32,37,44,48,14,29,25,28,34,36
30664236027254,30,66423,6027254,2015-16,35,41,24,26,44,48,26,31,20,22,34,36
37683386040257,37,68338,6040257,2015-16,33,31,49,54,44,48,31,31,39,42,34,36
30666216061733,30,66621,6061733,2015-16,24,32,50,53,44,48,13,19,38,40,34,36
42691464230587,42,69146,4230587,2015-16,42,60,41,54,44,48,29,45,34,39,34,36
19647336018956,19,64733,6018956,2015-16,28,32,34,39,44,48,20,21,25,29,34,36
39685856097760,39,68585,6097760,2015-16,26,41,38,41,44,48,26,30,29,31,34,36
13630996099485,13,63099,6099485,2015-16,13,17,19,27,44,48,11,8,15,18,34,36
43695916047971,43,69591,6047971,2015-16,88,90,60,66,44,48,85,88,54,60,34,36
40688416112155,40,68841,6112155,2015-16,58,58,60,61,44,48,44,47,44,46,34,36
19650946023428,19,65094,6023428,2015-16,46,44,50,52,44,48,40,35,35,37,34,36
33671736059109,33,67173,6059109,2015-16,32,34,32,37,44,48,19,21,20,23,34,36
41690706045140,41,69070,6045140,2015-16,20,24,50,52,44,48,19,29,42,45,34,36
50710430107128,50,71043,0107128,2015-16,47,61,35,39,44,48,37,45,20,20,34,36
24736192431807,24,73619,2431807,2015-16,50,57,24,29,44,48,19,23,14,14,34,36
41689166043772,41,68916,6043772,2015-16,39,44,45,49,44,48,31,32,35,36,34,36
15633626108187,15,63362,6108187,2015-16,21,31,39,46,44,48,8,14,27,31,34,36
16639176010458,16,63917,6010458,2015-16,42,40,39,42,44,48,30,32,26,29,34,36
30666700108373,30,66670,0108373,2015-16,20,21,27,31,44,48,20,19,22,25,34,36
19647330109512,19,64733,0109512,2015-16,32,30,34,39,44,48,6,,25,29,34,36
19646340119552,19,64634,0119552,2015-16,35,34,28,33,44,48,23,24,17,19,34,36
33672156112676,33,67215,6112676,2015-16,51,54,44,48,44,48,44,50,33,35,34,36
56105610122713,56,10561,0122713,2015-16,50,64,49,44,44,48,27,37,36,35,34,36
19753090130955,19,75309,0130955,2015-16,90,100,44,45,44,48,47,100,32,29,34,36
10622656006829,10,62265,6006829,2015-16,47,49,37,45,44,48,31,37,22,27,34,36
30664646094619,30,66464,6094619,2015-16,50,49,69,69,44,48,44,48,55,57,34,36
37680236070825,37,68023,6070825,2015-16,25,33,55,62,44,48,19,22,43,48,34,36
37684030125401,37,68403,0125401,2015-16,36,10,44,43,44,48,4,,22,22,34,36
17101730128231,17,10173,0128231,2015-16,0,,0,,44,48,0,,0,5,34,36
15633216009047,15,63321,6009047,2015-16,17,19,26,31,44,48,9,9,18,21,34,36
33672496106884,33,67249,6106884,2015-16,33,37,30,38,44,48,23,27,19,22,34,36
33752423330552,33,75242,3330552,2015-16,60,56,38,41,44,48,19,25,23,26,34,36
10621666006548,10,62166,6006548,2015-16,20,21,28,31,44,48,12,12,18,22,34,36
34674476105928,34,67447,6105928,2015-16,29,33,42,45,44,48,22,26,32,35,34,36
