CDS,County Code,District Code,School Code,SARCYear,SELA_Y1,SELA_Y2,DELA_Y1,DELA_Y2,STELA_Y1,STELA_Y2,SMATH_Y1,SMATH_Y2,DMATH_Y1,DMATH_Y2,STMATH_Y1,STMATH_Y2
19644366012595,19,64436,6012595,2015-16,46,53,47,51,44,48,29,32,29,34,34,36
19648081935998,19,64808,1935998,2015-16,47,41,29,34,44,48,18,18,17,19,34,36
43693696046114,43,69369,6046114,2015-16,28,32,34,39,44,48,16,22,25,30,34,36
34752830112425,34,75283,0112425,2015-16,66,91,42,43,44,48,28,43,33,35,34,36
13632146106298,13,63214,6106298,2015-16,19,21,19,20,44,48,3,2,7,8,34,36
36679186037386,36,67918,6037386,2015-16,15,15,28,34,44,48,8,10,18,21,34,36
19647336017768,19,64733,6017768,2015-16,78,80,34,39,44,48,67,70,25,29,34,36
34674396034037,34,67439,6034037,2015-16,11,14,35,39,44,48,8,7,28,30,34,36
15739081530146,15,73908,1530146,2015-16,--,6,24,27,44,48,--,6,16,18,34,36
19647330124396,19,64733,0124396,2015-16,54,67,34,39,44,48,6,23,25,29,34,36
37683380108266,37,68338,0108266,2015-16,29,40,49,54,44,48,17,19,39,42,34,36
19647336017495,19,64733,6017495,2015-16,18,18,34,39,44,48,16,16,25,29,34,36
50710436112338,50,71043,6112338,2015-16,41,45,35,39,44,48,32,29,20,20,34,36
19647330126557,19,64733,0126557,2015-16,60,55,34,39,44,48,13,13,25,29,34,36
38684786112601,38,68478,6112601,2015-16,66,68,52,53,44,48,53,53,47,49,34,36
36750776112825,36,75077,6112825,2015-16,50,45,40,43,44,48,29,33,24,26,34,36
37680236095038,37,68023,6095038,2015-16,44,54,55,62,44,48,28,34,43,48,34,36
01611766000681,01,61176,6000681,2015-16,53,65,71,74,44,48,51,62,69,70,34,36
20652436024012,20,65243,6024012,2015-16,20,30,26,28,44,48,16,27,16,17,34,36
30666706094684,30,66670,6094684,2015-16,17,16,27,31,44,48,8,9,22,25,34,36
27659876026025,27,65987,6026025,2015-16,42,43,80,81,44,48,31,41,69,72,34,36
15638006010136,15,63800,6010136,2015-16,28,32,29,34,44,48,17,20,20,23,34,36
15633136110464,15,63313,6110464,2015-16,20,19,22,25,44,48,15,14,14,17,34,36
16739326116966,16,73932,6116966,2015-16,--,--,18,22,44,48,--,--,15,15,34,36
10624146007132,10,62414,6007132,2015-16,26,22,44,47,44,48,18,16,35,37,34,36
10619946005730,10,61994,6005730,2015-16,35,34,35,34,44,48,19,33,19,33,34,36
04614246003008,04,61424,6003008,2015-16,42,47,48,51,44,48,37,43,40,44,34,36
15637761530039,15,63776,1530039,2015-16,4,,24,27,44,48,0,,18,19,34,36
41689656044135,41,68965,6044135,2015-16,81,80,82,82,44,48,79,80,79,81,34,36
39685930108613,39,68593,0108613,2015-16,47,47,34,39,44,48,40,34,24,25,34,36
37680236037857,37,68023,6037857,2015-16,51,53,55,62,44,48,31,32,43,48,34,36
19648086020655,19,64808,6020655,2015-16,30,31,29,34,44,48,16,14,17,19,34,36
19647336058069,19,64733,6058069,2015-16,38,47,34,39,44,48,30,36,25,29,34,36
23655652330355,23,65565,2330355,2015-16,--,--,37,40,44,48,--,--,22,25,34,36
19647336019228,19,64733,6019228,2015-16,27,36,34,39,44,48,19,28,25,29,34,36
56726526056212,56,72652,6056212,2015-16,18,33,50,54,44,48,14,21,39,42,34,36
29768776110746,29,76877,6110746,2015-16,25,44,37,47,44,48,49,42,35,35,34,36
36678436036487,36,67843,6036487,2015-16,50,72,53,59,44,48,47,64,40,44,34,36
39686766042519,39,68676,6042519,2015-16,23,19,24,25,44,48,21,21,18,21,34,36
09737836005623,09,73783,6005623,2015-16,40,47,32,40,44,48,35,37,27,28,34,36
10101081030337,10,10108,1030337,2015-16,9,6,25,19,44,48,0,,21,12,34,36
49738824930046,49,73882,4930046,2015-16,--,,41,43,44,48,--,,29,29,34,36
36678766037170,36,67876,6037170,2015-16,25,27,27,33,44,48,22,20,17,20,34,36
43694846106991,43,69484,6106991,2015-16,45,56,44,49,44,48,50,55,37,40,34,36
34674470128124,34,67447,0128124,2015-16,33,32,42,45,44,48,41,41,32,35,34,36
56726036055750,56,72603,6055750,2015-16,31,40,51,54,44,48,31,32,41,42,34,36
31750856115844,31,75085,6115844,2015-16,56,63,70,71,44,48,50,58,58,61,34,36
19753090130781,19,75309,0130781,2015-16,44,--,44,45,44,48,5,--,32,29,34,36
37683386097844,37,68338,6097844,2015-16,57,59,49,54,44,48,44,44,39,42,34,36
37683386040042,37,68338,6040042,2015-16,68,72,49,54,44,48,58,56,39,42,34,36
34673146107718,34,67314,6107718,2015-16,22,22,49,52,44,48,14,18,41,42,34,36
19645920100354,19,64592,0100354,2015-16,96,94,31,39,44,48,75,79,24,28,34,36
24657556025530,24,65755,6025530,2015-16,41,36,28,31,44,48,35,33,19,22,34,36
04614086002950,04,61408,6002950,2015-16,32,22,26,20,44,48,32,22,15,16,34,36
07617886004543,07,61788,6004543,2015-16,51,52,30,34,44,48,54,45,21,22,34,36
30666216116586,30,66621,6116586,2015-16,70,74,50,53,44,48,65,68,38,40,34,36
19647336058168,19,64733,6058168,2015-16,45,46,34,39,44,48,35,35,25,29,34,36
37680986038194,37,68098,6038194,2015-16,26,30,34,39,44,48,13,13,24,28,34,36
10622656006845,10,62265,6006845,2015-16,28,42,37,45,44,48,16,26,22,27,34,36
56726526056089,56,72652,6056089,2015-16,35,34,50,54,44,48,31,31,39,42,34,36
10624146007140,10,62414,6007140,2015-16,20,32,44,47,44,48,13,20,35,37,34,36
07617540730424,07,61754,0730424,2015-16,4,2,47,50,44,48,0,,38,39,34,36
19647336016703,19,64733,6016703,2015-16,60,57,34,39,44,48,59,49,25,29,34,36
19647336017008,19,64733,6017008,2015-16,15,19,34,39,44,48,16,12,25,29,34,36
13632306008650,13,63230,6008650,2015-16,18,26,18,26,44,48,16,13,16,13,34,36
19734526022354,19,73452,6022354,2015-16,30,33,46,51,44,48,27,31,36,39,34,36
50711676052625,50,71167,6052625,2015-16,18,16,25,27,44,48,8,11,16,17,34,36
07100740731380,07,10074,0731380,2015-16,78,72,49,46,44,48,39,51,30,32,34,36
19650376022800,19,65037,6022800,2015-16,12,19,27,31,44,48,5,7,18,21,34,36
10625396007413,10,62539,6007413,2015-16,24,27,21,28,44,48,15,17,11,14,34,36
19647336017677,19,64733,6017677,2015-16,11,9,34,39,44,48,9,7,25,29,34,36
29663320125955,29,66332,0125955,2015-16,43,39,42,45,44,48,45,39,34,36,34,36
47702926050744,47,70292,6050744,2015-16,--,--,--,--,44,48,--,--,--,--,34,36
44697994430229,44,69799,4430229,2015-16,52,42,30,32,44,48,19,16,21,21,34,36
19648166020721,19,64816,6020721,2015-16,40,46,30,33,44,48,44,44,20,23,34,36
07617546004402,07,61754,6004402,2015-16,21,26,47,50,44,48,18,24,38,39,34,36
36678506106538,36,67850,6106538,2015-16,40,42,29,31,44,48,25,30,17,18,34,36
10621176005920,10,62117,6005920,2015-16,38,44,60,66,44,48,34,41,50,54,34,36
19648406021091,19,64840,6021091,2015-16,30,33,43,46,44,48,21,22,25,29,34,36
07616486003602,07,61648,6003602,2015-16,22,27,31,33,44,48,14,17,19,19,34,36
17640220132571,17,64022,0132571,2015-16,,34,,20,,48,,13,,9,,36
36675870107433,36,67587,0107433,2015-16,15,14,20,24,44,48,4,4,10,12,34,36
33672496114748,33,67249,6114748,2015-16,44,54,30,38,44,48,29,36,19,22,34,36
19734456014237,19,73445,6014237,2015-16,32,39,46,51,44,48,34,30,31,37,34,36
37680236118988,37,68023,6118988,2015-16,64,72,55,62,44,48,55,61,43,48,34,36
15638266105415,15,63826,6105415,2015-16,42,46,41,47,44,48,33,33,30,32,34,36
19647256015267,19,64725,6015267,2015-16,56,56,42,45,44,48,42,47,30,34,34,36
49707146051759,49,70714,6051759,2015-16,67,72,69,74,44,48,56,60,60,63,34,36
19101991995232,19,10199,1995232,2015-16,9,2,34,40,44,48,4,2,23,27,34,36
40687596043103,40,68759,6043103,2015-16,45,48,45,50,44,48,31,41,33,37,34,36
43696744330122,43,69674,4330122,2015-16,43,73,50,56,44,48,32,43,43,49,34,36
56725536055990,56,72553,6055990,2015-16,86,85,60,60,44,48,77,75,45,47,34,36
01612596001895,01,61259,6001895,2015-16,39,43,31,33,44,48,50,38,26,27,34,36
27660506106777,27,66050,6106777,2015-16,34,33,25,30,44,48,21,23,13,16,34,36
41689166043848,41,68916,6043848,2015-16,47,46,45,49,44,48,45,46,35,36,34,36
51713576053235,51,71357,6053235,2015-16,42,47,42,47,44,48,33,34,33,34,34,36
19647330111484,19,64733,0111484,2015-16,9,,34,39,44,48,0,,25,29,34,36
34765056033500,34,76505,6033500,2015-16,18,20,28,31,44,48,15,13,23,25,34,36
52716216053656,52,71621,6053656,2015-16,24,34,33,40,44,48,23,26,30,31,34,36
01612596002018,01,61259,6002018,2015-16,58,55,31,33,44,48,66,66,26,27,34,36
37683386071914,37,68338,6071914,2015-16,57,60,49,54,44,48,55,55,39,42,34,36
41689990126649,41,68999,0126649,2015-16,14,23,20,22,44,48,15,14,13,15,34,36
40688094034807,40,68809,4034807,2015-16,69,60,60,66,44,48,41,35,50,59,34,36
37754166040661,37,75416,6040661,2015-16,28,20,29,42,44,48,25,26,21,24,34,36
54722310100495,54,72231,0100495,2015-16,26,31,30,32,44,48,13,14,23,24,34,36
19647331931385,19,64733,1931385,2015-16,11,8,34,39,44,48,0,,25,29,34,36
39686506109284,39,68650,6109284,2015-16,53,60,55,60,44,48,48,50,40,43,34,36
21653916085187,21,65391,6085187,2015-16,84,83,82,83,44,48,75,77,75,79,34,36
37683386039796,37,68338,6039796,2015-16,57,66,49,54,44,48,48,47,39,42,34,36
19647251930411,19,64725,1930411,2015-16,35,35,42,45,44,48,27,29,30,34,34,36
15638181535905,15,63818,1535905,2015-16,33,40,32,37,44,48,11,18,10,16,34,36
37683386039606,37,68338,6039606,2015-16,30,36,49,54,44,48,22,30,39,42,34,36
07618046005144,07,61804,6005144,2015-16,82,84,81,82,44,48,70,75,73,76,34,36
07616486084941,07,61648,6084941,2015-16,27,30,31,33,44,48,20,17,19,19,34,36
15634121531656,15,63412,1531656,2015-16,4,11,60,65,44,48,0,,28,32,34,36
37680806066989,37,68080,6066989,2015-16,66,71,71,76,44,48,62,72,69,72,34,36
19647330121095,19,64733,0121095,2015-16,23,25,34,39,44,48,9,10,25,29,34,36
21654822134419,21,65482,2134419,2015-16,17,7,79,71,44,48,13,8,62,55,34,36
13631076008395,13,63107,6008395,2015-16,30,34,33,37,44,48,19,18,24,24,34,36
36678760127357,36,67876,0127357,2015-16,17,20,27,33,44,48,11,13,17,20,34,36
10621170110270,10,62117,0110270,2015-16,7,17,60,66,44,48,3,,50,54,34,36
19647330112334,19,64733,0112334,2015-16,2,15,34,39,44,48,5,11,25,29,34,36
37682136085054,37,68213,6085054,2015-16,20,67,43,46,44,48,15,46,29,30,34,36
10621666057293,10,62166,6057293,2015-16,9,12,28,31,44,48,4,3,18,22,34,36
56724626055081,56,72462,6055081,2015-16,20,21,27,30,44,48,16,13,18,19,34,36
36677103630019,36,67710,3630019,2015-16,3,14,29,32,44,48,0,1,17,19,34,36
36677106108062,36,67710,6108062,2015-16,25,34,29,32,44,48,26,24,17,19,34,36
01611766089619,01,61176,6089619,2015-16,66,73,71,74,44,48,63,68,69,70,34,36
34674476034516,34,67447,6034516,2015-16,49,52,42,45,44,48,47,48,32,35,34,36
49709126052161,49,70912,6052161,2015-16,13,18,33,37,44,48,9,13,26,27,34,36
34674476034706,34,67447,6034706,2015-16,58,58,42,45,44,48,59,51,32,35,34,36
54722316105381,54,72231,6105381,2015-16,26,27,30,32,44,48,23,20,23,24,34,36
19647336019806,19,64733,6019806,2015-16,23,28,34,39,44,48,15,19,25,29,34,36
19647741935428,19,64774,1935428,2015-16,0,2,27,32,44,48,0,,19,20,34,36
19734371931963,19,73437,1931963,2015-16,28,18,23,29,44,48,6,3,16,20,34,36
01611436090211,01,61143,6090211,2015-16,56,64,57,60,44,48,57,62,51,55,34,36
34673300113571,34,67330,0113571,2015-16,77,87,55,58,44,48,61,65,46,49,34,36
36676946035752,36,67694,6035752,2015-16,44,43,35,39,44,48,22,18,18,23,34,36
33672156032528,33,67215,6032528,2015-16,33,36,44,48,44,48,24,30,33,35,34,36
10621666006514,10,62166,6006514,2015-16,22,23,28,31,44,48,13,14,18,22,34,36
33669856031637,33,66985,6031637,2015-16,16,24,28,28,44,48,23,17,20,18,34,36
19647330115113,19,64733,0115113,2015-16,58,56,34,39,44,48,48,49,25,29,34,36
31750856118517,31,75085,6118517,2015-16,73,83,70,71,44,48,67,81,58,61,34,36
56737590119396,56,73759,0119396,2015-16,76,78,64,66,44,48,74,69,57,58,34,36
37754160122796,37,75416,0122796,2015-16,--,,29,42,44,48,0,9,21,24,34,36
34674470114983,34,67447,0114983,2015-16,60,65,42,45,44,48,36,40,32,35,34,36
31668526031157,31,66852,6031157,2015-16,63,59,70,73,44,48,55,53,62,65,34,36
35752593530060,35,75259,3530060,2015-16,67,71,44,45,44,48,18,34,26,28,34,36
34673146033047,34,67314,6033047,2015-16,57,53,49,52,44,48,52,46,41,42,34,36
42692600116434,42,69260,0116434,2015-16,63,69,46,51,44,48,38,48,36,42,34,36
43696256099451,43,69625,6099451,2015-16,48,49,47,50,44,48,27,35,38,42,34,36
33671160125906,33,67116,0125906,2015-16,49,53,48,53,44,48,42,51,33,38,34,36
19647336019152,19,64733,6019152,2015-16,26,31,34,39,44,48,22,25,25,29,34,36
37683380101204,37,68338,0101204,2015-16,51,53,49,54,44,48,33,36,39,42,34,36
19643521934926,19,64352,1934926,2015-16,53,50,45,43,44,48,18,27,13,18,34,36
19647331933795,19,64733,1933795,2015-16,45,42,34,39,44,48,17,14,25,29,34,36
41688906043657,41,68890,6043657,2015-16,84,75,46,48,44,48,84,71,33,35,34,36
10621661030717,10,62166,1030717,2015-16,--,,28,31,44,48,--,,18,22,34,36
33669853330974,33,66985,3330974,2015-16,23,13,28,28,44,48,2,2,20,18,34,36
39686766042790,39,68676,6042790,2015-16,11,8,24,25,44,48,9,8,18,21,34,36
43695266047567,43,69526,6047567,2015-16,74,82,74,80,44,48,72,77,70,77,34,36
37684526069124,37,68452,6069124,2015-16,66,67,43,45,44,48,55,53,30,31,34,36
19753090131383,19,75309,0131383,2015-16,0,7,44,45,44,48,7,,32,29,34,36
34674390101295,34,67439,0101295,2015-16,31,40,35,39,44,48,33,34,28,30,34,36
36678196036420,36,67819,6036420,2015-16,26,37,28,34,44,48,16,20,18,21,34,36
30664236027429,30,66423,6027429,2015-16,23,20,24,26,44,48,18,16,20,22,34,36
43695910132373,43,69591,0132373,2015-16,,65,,66,,48,,60,,60,,36
19643371995877,19,64337,1995877,2015-16,22,--,55,60,44,48,0,--,38,44,34,36
30664643030798,30,66464,3030798,2015-16,--,--,69,69,44,48,--,--,55,57,34,36
31669283130184,31,66928,3130184,2015-16,84,65,78,75,44,48,74,68,48,49,34,36
37681146038285,37,68114,6038285,2015-16,37,39,49,54,44,48,22,21,38,38,34,36
19649986022701,19,64998,6022701,2015-16,55,48,60,64,44,48,41,32,48,52,34,36
19647336016323,19,64733,6016323,2015-16,93,92,34,39,44,48,89,89,25,29,34,36
27662336026702,27,66233,6026702,2015-16,76,79,74,78,44,48,52,65,60,68,34,36
19647336019889,19,64733,6019889,2015-16,19,33,34,39,44,48,22,32,25,29,34,36
27661426026538,27,66142,6026538,2015-16,25,24,19,22,44,48,21,19,13,15,34,36
34674136033690,34,67413,6033690,2015-16,26,27,38,40,44,48,19,25,28,29,34,36
37681300128819,37,68130,0128819,2015-16,--,,59,62,44,48,--,,34,36,34,36
42692296045629,42,69229,6045629,2015-16,26,31,41,45,44,48,11,18,26,28,34,36
19647336019723,19,64733,6019723,2015-16,44,66,34,39,44,48,43,52,25,29,34,36
45701696050595,45,70169,6050595,2015-16,4,6,9,19,44,48,9,13,13,8,34,36
56726035636188,56,72603,5636188,2015-16,56,53,51,54,44,48,31,28,41,42,34,36
19647330117606,19,64733,0117606,2015-16,50,69,34,39,44,48,31,35,25,29,34,36
33670333334232,33,67033,3334232,2015-16,55,60,53,59,44,48,36,28,36,43,34,36
17640301730019,17,64030,1730019,2015-16,13,10,43,37,44,48,0,,32,29,34,36
16639746111934,16,63974,6111934,2015-16,44,49,41,48,44,48,30,34,29,32,34,36
19734451935246,19,73445,1935246,2015-16,63,62,46,51,44,48,24,26,31,37,34,36
33752420112094,33,75242,0112094,2015-16,39,38,38,41,44,48,28,28,23,26,34,36
37680986038236,37,68098,6038236,2015-16,22,36,34,39,44,48,17,24,24,28,34,36
19644516012744,19,64451,6012744,2015-16,37,43,46,52,44,48,38,52,31,36,34,36
34674396034201,34,67439,6034201,2015-16,14,15,35,39,44,48,9,14,28,30,34,36
49753580114934,49,75358,0114934,2015-16,48,43,42,44,44,48,34,41,28,30,34,36
01612596118616,01,61259,6118616,2015-16,13,15,31,33,44,48,13,17,26,27,34,36
36678196036149,36,67819,6036149,2015-16,16,23,28,34,44,48,10,10,18,21,34,36
04614240121475,04,61424,0121475,2015-16,51,61,48,51,44,48,33,45,40,44,34,36
54719026054035,54,71902,6054035,2015-16,16,25,16,21,44,48,12,14,12,15,34,36
42691206045991,42,69120,6045991,2015-16,19,28,23,27,44,48,15,20,17,19,34,36
33670586108955,33,67058,6108955,2015-16,28,27,45,49,44,48,22,21,28,33,34,36
37683386040174,37,68338,6040174,2015-16,53,55,49,54,44,48,43,46,39,42,34,36
43696826049100,43,69682,6049100,2015-16,83,89,87,89,44,48,84,87,88,89,34,36
21653916024442,21,65391,6024442,2015-16,82,89,82,83,44,48,82,92,75,79,34,36
21654580121517,21,65458,0121517,2015-16,22,28,42,45,44,48,34,50,35,40,34,36
37683383731551,37,68338,3731551,2015-16,44,47,49,54,44,48,26,27,39,42,34,36
39685776041966,39,68577,6041966,2015-16,28,35,36,43,44,48,17,24,19,30,34,36
33670336031793,33,67033,6031793,2015-16,36,46,53,59,44,48,28,31,36,43,34,36
37683386040034,37,68338,6040034,2015-16,67,61,49,54,44,48,60,55,39,42,34,36
37764710127605,37,76471,0127605,2015-16,39,35,49,49,44,48,22,18,29,27,34,36
19734606108344,19,73460,6108344,2015-16,70,75,72,74,44,48,66,72,68,72,34,36
19647586020077,19,64758,6020077,2015-16,34,46,31,38,44,48,22,33,20,23,34,36
38684786059851,38,68478,6059851,2015-16,58,60,52,53,44,48,59,59,47,49,34,36
19647330126466,19,64733,0126466,2015-16,44,40,34,39,44,48,28,27,25,29,34,36
19647330121012,19,64733,0121012,2015-16,55,67,34,39,44,48,55,60,25,29,34,36
09618876005516,09,61887,6005516,2015-16,56,57,54,56,44,48,48,47,50,49,34,36
37683380118315,37,68338,0118315,2015-16,53,,49,54,44,48,20,,39,42,34,36
19649806022644,19,64980,6022644,2015-16,52,66,68,71,44,48,37,57,57,60,34,36
39685850102640,39,68585,0102640,2015-16,40,39,38,41,44,48,25,29,29,31,34,36
27661426026603,27,66142,6026603,2015-16,13,12,19,22,44,48,7,6,13,15,34,36
37683386039341,37,68338,6039341,2015-16,37,46,49,54,44,48,35,44,39,42,34,36
17640221730027,17,64022,1730027,2015-16,7,16,24,20,44,48,0,3,13,9,34,36
41690056102941,41,69005,6102941,2015-16,55,63,39,43,44,48,35,45,31,36,34,36
52715715230032,52,71571,5230032,2015-16,--,--,39,43,44,48,--,--,31,32,34,36
10621176005862,10,62117,6005862,2015-16,65,72,60,66,44,48,68,66,50,54,34,36
19734526022271,19,73452,6022271,2015-16,31,40,46,51,44,48,26,25,36,39,34,36
07617966004998,07,61796,6004998,2015-16,31,41,33,35,44,48,21,27,23,25,34,36
55723636054902,55,72363,6054902,2015-16,24,33,25,33,44,48,22,21,21,21,34,36
33671160108639,33,67116,0108639,2015-16,50,59,48,53,44,48,39,48,33,38,34,36
14632890113241,14,63289,0113241,2015-16,--,--,35,41,44,48,--,--,23,33,34,36
33752426114458,33,75242,6114458,2015-16,22,31,38,41,44,48,12,17,23,26,34,36
33671160119206,33,67116,0119206,2015-16,48,47,48,53,44,48,23,31,33,38,34,36
01612346001523,01,61234,6001523,2015-16,52,58,46,48,44,48,44,49,35,38,34,36
39754996042857,39,75499,6042857,2015-16,21,35,41,40,44,48,16,27,28,29,34,36
15633626095012,15,63362,6095012,2015-16,28,29,39,46,44,48,17,18,27,31,34,36
36676866035646,36,67686,6035646,2015-16,28,36,33,36,44,48,11,16,19,21,34,36
19647336018550,19,64733,6018550,2015-16,21,26,34,39,44,48,18,14,25,29,34,36
37681063735313,37,68106,3735313,2015-16,62,59,65,64,44,48,21,22,30,32,34,36
41688826043574,41,68882,6043574,2015-16,69,72,75,80,44,48,67,72,72,76,34,36
30665066028138,30,66506,6028138,2015-16,33,44,52,56,44,48,24,36,46,50,34,36
19752911995810,19,75291,1995810,2015-16,76,82,56,60,44,48,60,62,42,45,34,36
50711755030135,50,71175,5030135,2015-16,46,52,53,57,44,48,14,16,22,26,34,36
24657716025597,24,65771,6025597,2015-16,25,29,29,36,44,48,18,16,19,22,34,36
36678433630928,36,67843,3630928,2015-16,68,73,53,59,44,48,56,54,40,44,34,36
10621666101109,10,62166,6101109,2015-16,62,66,28,31,44,48,55,50,18,22,34,36
19650946023485,19,65094,6023485,2015-16,57,62,50,52,44,48,53,59,35,37,34,36
19647330101196,19,64733,0101196,2015-16,42,49,34,39,44,48,9,6,25,29,34,36
19645276013403,19,64527,6013403,2015-16,24,25,35,40,44,48,16,19,22,25,34,36
34674473430758,34,67447,3430758,2015-16,53,42,42,45,44,48,16,9,32,35,34,36
27738256026447,27,73825,6026447,2015-16,31,36,29,31,44,48,19,23,14,17,34,36
27660926026280,27,66092,6026280,2015-16,68,54,37,40,44,48,50,55,24,27,34,36
19647331933381,19,64733,1933381,2015-16,61,64,34,39,44,48,25,36,25,29,34,36
30664646114516,30,66464,6114516,2015-16,72,75,69,69,44,48,58,63,55,57,34,36
43693696046247,43,69369,6046247,2015-16,19,32,34,39,44,48,13,19,25,30,34,36
19647330124412,19,64733,0124412,2015-16,31,38,34,39,44,48,5,12,25,29,34,36
37683386039598,37,68338,6039598,2015-16,51,56,49,54,44,48,29,41,39,42,34,36
19646346014575,19,64634,6014575,2015-16,9,11,28,33,44,48,6,7,17,19,34,36
37682966095053,37,68296,6095053,2015-16,58,71,72,75,44,48,59,68,65,67,34,36
07617396057186,07,61739,6057186,2015-16,52,48,53,52,44,48,40,43,40,44,34,36
19647336017842,19,64733,6017842,2015-16,53,54,34,39,44,48,41,38,25,29,34,36
19649806022552,19,64980,6022552,2015-16,89,91,68,71,44,48,86,85,57,60,34,36
40688414037701,40,68841,4037701,2015-16,77,76,60,61,44,48,37,39,44,46,34,36
19647336019079,19,64733,6019079,2015-16,30,33,34,39,44,48,26,27,25,29,34,36
07617966004972,07,61796,6004972,2015-16,11,9,33,35,44,48,3,3,23,25,34,36
30664316058861,30,66431,6058861,2015-16,34,43,44,47,44,48,19,22,29,29,34,36
30665976029391,30,66597,6029391,2015-16,71,76,54,58,44,48,71,75,47,50,34,36
10621176100408,10,62117,6100408,2015-16,59,68,60,66,44,48,58,68,50,54,34,36
37681976038400,37,68197,6038400,2015-16,29,35,44,50,44,48,23,20,37,39,34,36
19101990121988,19,10199,0121988,2015-16,0,14,34,40,44,48,0,,23,27,34,36
36678196036347,36,67819,6036347,2015-16,20,23,28,34,44,48,10,9,18,21,34,36
15633136008833,15,63313,6008833,2015-16,10,25,22,25,44,48,7,17,14,17,34,36
48705816051478,48,70581,6051478,2015-16,20,24,26,29,44,48,22,21,18,21,34,36
01611190106401,01,61119,0106401,2015-16,97,93,63,66,44,48,92,96,54,57,34,36
54719516054100,54,71951,6054100,2015-16,50,--,50,--,44,48,0,--,0,--,34,36
30664316085260,30,66431,6085260,2015-16,59,66,44,47,44,48,50,54,29,29,34,36
01611506097653,01,61150,6097653,2015-16,60,67,64,68,44,48,46,52,53,59,34,36
19753336115307,19,75333,6115307,2015-16,78,81,81,82,44,48,65,68,71,72,34,36
30665226028294,30,66522,6028294,2015-16,29,28,49,54,44,48,24,31,39,45,34,36
09737836005490,09,73783,6005490,2015-16,28,27,32,40,44,48,15,14,27,28,34,36
19646670123174,19,64667,0123174,2015-16,,28,25,32,44,48,0,7,13,16,34,36
36678763630993,36,67876,3630993,2015-16,,,27,33,44,48,,,17,20,34,36
15635036009559,15,63503,6009559,2015-16,32,34,26,35,44,48,22,29,21,28,34,36
40687596043079,40,68759,6043079,2015-16,34,42,45,50,44,48,31,34,33,37,34,36
54755316107650,54,75531,6107650,2015-16,30,31,30,36,44,48,23,26,18,24,34,36
04615316003339,04,61531,6003339,2015-16,28,34,36,40,44,48,20,24,24,26,34,36
19646426106272,19,64642,6106272,2015-16,27,26,30,29,44,48,22,21,22,21,34,36
37683796093264,37,68379,6093264,2015-16,34,40,33,37,44,48,25,27,22,27,34,36
30666706116917,30,66670,6116917,2015-16,43,59,27,31,44,48,47,48,22,25,34,36
39685850102632,39,68585,0102632,2015-16,34,42,38,41,44,48,26,32,29,31,34,36
49708624930012,49,70862,4930012,2015-16,77,73,61,63,44,48,41,52,41,46,34,36
19648576119580,19,64857,6119580,2015-16,21,27,29,31,44,48,10,12,19,19,34,36
34674473430386,34,67447,3430386,2015-16,33,53,42,45,44,48,7,12,32,35,34,36
12626790111708,12,62679,0111708,2015-16,79,85,50,58,44,48,79,87,44,46,34,36
16639170110981,16,63917,0110981,2015-16,31,40,39,42,44,48,14,23,26,29,34,36
27659616120273,27,65961,6120273,2015-16,21,18,20,24,44,48,10,13,13,18,34,36
33672496032809,33,67249,6032809,2015-16,24,28,30,38,44,48,12,17,19,22,34,36
58727366056782,58,72736,6056782,2015-16,33,24,30,32,44,48,27,32,22,25,34,36
37684526110399,37,68452,6110399,2015-16,43,51,43,45,44,48,32,43,30,31,34,36
37683043735974,37,68304,3735974,2015-16,57,55,49,53,44,48,35,25,36,38,34,36
57726785732219,57,72678,5732219,2015-16,28,32,69,71,44,48,11,3,65,65,34,36
18641390131953,18,64139,0131953,2015-16,--,--,53,56,44,48,--,--,26,30,34,36
30736356089502,30,73635,6089502,2015-16,43,40,61,65,44,48,28,26,48,50,34,36
36750696037295,36,75069,6037295,2015-16,27,32,48,53,44,48,20,22,36,37,34,36
45698564530028,45,69856,4530028,2015-16,53,61,46,50,44,48,21,34,22,28,34,36
30736503030152,30,73650,3030152,2015-16,68,79,77,78,44,48,56,66,74,75,34,36
01612596118657,01,61259,6118657,2015-16,28,29,31,33,44,48,21,14,26,27,34,36
01611276116222,01,61127,6116222,2015-16,64,67,72,77,44,48,63,69,68,73,34,36
54720586054217,54,72058,6054217,2015-16,16,17,16,17,44,48,10,10,10,10,34,36
56725610112631,56,72561,0112631,2015-16,34,44,26,31,44,48,25,38,18,21,34,36
21653186024194,21,65318,6024194,2015-16,70,73,72,78,44,48,67,71,65,72,34,36
14101400128447,14,10140,0128447,2015-16,,--,5,8,44,48,,--,0,,34,36
12630406008213,12,63040,6008213,2015-16,29,32,33,35,44,48,24,25,27,29,34,36
42691616045348,42,69161,6045348,2015-16,81,88,81,88,44,48,80,76,80,76,34,36
39685856042097,39,68585,6042097,2015-16,23,22,38,41,44,48,23,27,29,31,34,36
19101991996008,19,10199,1996008,2015-16,6,13,34,40,44,48,0,3,23,27,34,36
19647336019400,19,64733,6019400,2015-16,17,26,34,39,44,48,12,26,25,29,34,36
28102802830073,28,10280,2830073,2015-16,--,--,8,2,44,48,--,--,0,2,34,36
23656156025191,23,65615,6025191,2015-16,35,42,32,36,44,48,29,32,20,23,34,36
49708700101253,49,70870,0101253,2015-16,35,37,36,39,44,48,22,16,26,24,34,36
